구분,title,writer,publisher,year,journal,link,abstracts
116,Low-Resource 환경에서 Multi-Task 학습을 이용한 카자흐어 형태소 분석,"( Nazira Kaibalina ),박성배 ( Seong-bae Park )",한국정보처리학회,2021,한국정보처리학회 학술대회논문집,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=5990f738b140c2b947de9c1710b0298d&keyword=자연어 처리,"지난 10년 동안 기계학습을 통해 자연어 처리 분야에서 많은 발전이 있었다. Machine translation, question answering과 같은 문제는 사용 가능한 데이터가 많은 언어에서 높은 정확도 성능 결과를 보여준다. 그러나 low-resource 언어에선 동일한 수준의 성능에 도달할 수 없다. 카자흐어는 형태학적 분석을 위해 구축된 대용량 데이터셋이 없으므로 low-resource 환경이다. 카자흐어는 단일 어근으로 수백 개의 단어 형태를 생성할 수 있는 교착어이다. 그래서 카자흐어 문장의 형태학적 분석은 카자흐어 문장의 의미를 이해하는 기본적인 단계이다. 기존에 존재하는 카자흐어 데이터셋은 구체적인 형태학적 분석의 부재로 모델이 충분한 학습이 이루어지지 못하기 때문에 본 논문에서 새로운 데이터셋을 제안한다. 본 논문은 low-resource 환경에서 높은 정확도를 달성할 수 있는 신경망 모델기반의 카자흐어 형태학 분석기를 제안한다."
117,영상 콘텐츠의 신뢰도 평가를 위한 언어와 비언어 통합 감성 분석 시스템,"신희원 ( Hee Won Shin ),이소정 ( So Jeong Lee ),손규진 ( Gyu Jin Son ),김혜린 ( Hye Rin Kim ),김윤희 ( Yoonhee Kim )",한국정보처리학회,2021,정보처리학회논문지. 소프트웨어 및 데이터 공학,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=7552f765f9dce34f47de9c1710b0298d&keyword=자연어 처리,"IT 기술 발달에 따른 영상 콘텐츠 생산과 소비가 증가함에 따라 영상 콘텐츠를 통한 제품 리뷰 정보로 구매의사 결정이 빈번해졌다. 따라서, 리뷰 영상에 대한 신뢰성을 평가할 필요가 있다. 본 연구에서는 제품 리뷰 영상을 얼굴 표정 분석과 텍스트 마이닝을 통해 리뷰어의 표정과 음성을 분석하여 영상의 신뢰도를 분석한다. 영상 내 인물 표정의 감성 값을 추출하는 알고리즘을 활용하여 비언어 감성을 정량화하고, 유의미한 감정변화 구간을 추출한다. 유의미한 감정 변화 구간의 리뷰어 음성을 텍스트화하여 표준어 및 비표준어 감성 사전 활용을 통해 긍정과 부정으로 리뷰에 대한 언어 감성 분석 후 수치화 한다. 비언어 감성 분석과 언어 감성 분석의 결과를 통합하여 일치 여부에 따라 신뢰도를 도출한다. 본 연구를 통해 영상 콘텐츠의 신뢰성 평가 방법을 제시한다. With the advent of the “age of video” due to the simplification of video content production and the convenience of broadcasting channel operation, review videos on various products are drawing attention. We proposes RASIA, an integrated reliability analysis system based on verbal and nonverbal sentiment analysis of review videos. RASIA extracts and quantifies each emotional value obtained through language sentiment analysis and facial analysis of the reviewer in the video. Subsequently, we conduct an integrated reliability analysis of standardized verbal and nonverbal sentimental values. RASIA provide an new objective indicator to evaluate the reliability of the review video."
118,신뢰성있는 딥러닝 기반 분석 모델을 참조하기 위한 딥러닝 기술 언어,"문종혁 ( Jong Hyeok Mun ),김도형 ( Do Hyung Kim ),최종선 ( Jong Sun Choi ),최재영 ( Jae Young Choi )",한국정보처리학회,2021,정보처리학회논문지. 소프트웨어 및 데이터 공학,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=7552f765f9dce34fb7998d826d417196&keyword=자연어 처리,"최근 딥러닝은 하드웨어 성능이 향상됨에 따라 자연어 처리, 영상 인식 등의 다양한 기술에 접목되어 활용되고 있다. 이러한 기술들을 활용해 지능형 교통 시스템(ITS), 스마트홈, 헬스케어 등의 산업분야에서 데이터를 분석하여 고속도로 속도위반 차량 검출, 에너지 사용량 제어, 응급상황 등과 같은 고품질의 서비스를 제공하며, 고품질의 서비스를 제공하기 위해서는 정확도가 향상된 딥러닝 모델이 적용되어야 한다. 이를 위해 서비스 환경의 데이터를 분석하기 위한 딥러닝 모델을 개발할 때, 개발자는 신뢰성이 검증된 최신의 딥러닝 모델을 적용할 수 있어야 한다. 이는 개발자가 참조하는 딥러닝 모델에 적용된 학습 데이터셋의 정확도를 측정하여 검증할 수 있다. 이러한 검증을 위해서 개발자는 학습 데이터셋, 딥러닝의 계층구조 및 개발 환경 등과 같은 내용을 포함하는 딥러닝 모델을 문서화하여 적용하기 위한 구조적인 정보가 필요하다. 본 논문에서는 신뢰성있는 딥러닝 기반 데이터 분석 모델을 참조하기 위한 딥러닝 기술 언어를 제안한다. 제안하는 기술 언어는 신뢰성 있는 딥러닝 모델을 개발하는데 필요한 학습데이터셋, 개발 환경 및 설정 등의 정보와 더불어 딥러닝 모델의 계층구조를 표현할 수 있다. 제안하는 딥러닝 기술 언어를 이용하여 개발자는 지능형 교통 시스템에서 참조하는 분석 모델의 정확도를 검증할 수 있다. 실험에서는 제안하는 언어의 유효성을 검증하기 위해, 번호판 인식 모델을 중심으로 딥러닝 기술 문서의 적용과정을 보인다. With the recent advancements of deep learning, companies such as smart home, healthcare, and intelligent transportation systems are utilizing its functionality to provide high-quality services for vehicle detection, emergency situation detection, and controlling energy consumption. To provide reliable services in such sensitive systems, deep learning models are required to have high accuracy. In order to develop a deep learning model for analyzing previously mentioned services, developers should utilize the state of the art deep learning models that have already been verified for higher accuracy. The developers can verify the accuracy of the referenced model by validating the model on the dataset. For this validation, the developer needs structural information to document and apply deep learning models, including metadata such as learning dataset, network architecture, and development environments. In this paper, we propose a description language that represents the network architecture of the deep learning model along with its metadata that are necessary to develop a deep learning model. Through the proposed description language, developers can easily verify the accuracy of the referenced deep learning model. Our experiments demonstrate the application scenario of a deep learning description document that focuses on the license plate recognition for the detection of illegally parked vehicles."
119,KoBERT기반 Youtube 자막 감정 분석 연구,"최다은 ( Da-eun Choi ),김효민 ( Hyo-min Kim ),이혜린 ( Hae-rin Lee ),황유림 ( Yu-rim Hwang )",한국정보처리학회,2022,한국정보처리학회 학술대회논문집,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=545b4efded58af2b7f7a54760bb41745&keyword=자연어 처리,"YouTube 이용자의 급증으로 많은 사람이 유튜브 알고리즘에 의해 무분별한 영상에 노출되고 있다. 이는 YouTube 이용자에게 부정적인 영향을 미칠 수 있으며 더 나아가 사회적으로 미성숙한 미디어 문화를 조장할 수 있다. 본 논문에서는 YouTube 컨텐츠에 대한 감정분석 연구를 처음으로 시도한다. 구체적으로, YouTube 컨텐츠 자막에 대해 기존의 자연어 처리 기반 감정분석 기법을 적용하여 성능을 분석한다."
120,딥러닝 기반의 로봇팔 시스템 연구,"신준호 ( Jun-ho Shin ),심규석 ( Gyu-seok Sh )",한국정보처리학회,2020,한국정보처리학회 학술대회논문집,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=c28e34aac13235457ecd42904f0c5d65&keyword=자연어 처리,본 시스템은 세 단계의 모델을 복합적으로 구성하여 이루어진다. 첫 단계로 사람의 음성언어를 텍스트로 전환한 후 사용자의 발화 의도를 분류해내는 BoW방식을 이용해 인간의 명령을 이해할 수 있는 자연어 처리 알고리즘을 구성한다. 이후 YOLOv3-tiny를 이용한 실시간 영상처리모델과 OctoMapping모델을 활용하여 주변환경에 대한 3차원 지도생성 후 지도데이터를 기반으로하여 동작하는 기구제어 알고리즘 등을 ROS actionlib을 이용한 관리자시스템을 구성하여 ROS와 딥러닝을 활용한 편리한 인간-로봇 상호작용 시스템을 제안한다.
121,AI 챗봇을 활용한 정부 및 지자체의 혜택·복지·소식 정보 제공 및 추천 서비스에 관한 연구,"김현도 ( Hyun-do Kim ),김선우 ( Sun-woo Kim ),연정민 ( Jung-min Yeon ),정다현 ( Da-hyeon Jeong ),정진우 ( Jin-woo Jung )",한국정보처리학회,2021,한국정보처리학회 학술대회논문집,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=11ea73dc5e87a4ff7f7a54760bb41745&keyword=자연어 처리,"본 연구에서는 Google Dialogflow 자연어 처리 엔진(NLP 엔진), 정보수집(크롤링), iOS 챗봇 애플리케이션을 통해 정부 및 지자체 혜택 및 정보 추천 서비스를 제공하는 챗봇 구현을 제안한다. 해당 챗봇은 디지털 기기 사용이 능숙하지 않은 중, 장년층 사용자가 쉽게 이용할 수 있도록 접근성을 높이고, 정부 및 지자체에서 제공하는 다양한 혜택 및 정보의 불균형과 격차의 해소를 목적으로, 사용자가 선택한 지역에 따른 혜택·복지·소식 정보를 제공 및 추천한다. 이 과정을 통해 사용자는 자신이 원하는 분야의 정부 및 지자체의 적절한 복지 정보를 추천 받을 수 있다."
122,음표 임베딩과 마디 임베딩을 이용한 곡의 생성 및 정량적 평가 방법,"이영배 ( Young-bae Lee ),정성훈 ( Sung Hoon Jung )",한국정보처리학회,2021,정보처리학회논문지. 소프트웨어 및 데이터 공학,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=75ad3f29cd4bd1e97f7a54760bb41745&keyword=자연어 처리,"인공신경망을 이용해서 기존 곡을 학습시키고 새로운 곡을 생성하기 위해서는 전처리 과정으로 곡을 신경망이 인식할 수 있는 숫자로 변환해야 하며, 지금까지는 원-핫 인코딩이 사용되어 왔다. 본 논문에서는 음표 임베딩과 마디 임베딩을 제안하고 기존의 원-핫 인코딩과 성능을 비교하였다. 성능비교는 어떤 방식이 작곡가가 작곡한 곡과 유사한 곡을 생성하는지를 정량적 평가에 근거해서 수행하였으며, 평가방법으로는 자연어 처리 분야에서 사용되는 정량적 평가 방법들을 이용하였다. 평가결과 마디 임베딩으로 생성한 곡이 가장 좋았으며 그 다음으로 음표 임베딩이 좋았다. 이는 본 논문에서 제안한 음표 임베딩과 마디 임베딩이 원-핫 인코딩보다 작곡가가 작곡한 곡과 유사한 곡을 생성한 것으로서 의의가 있다. In order to learn an existing song and create a new song using an artificial neural network, it is necessary to convert the song into numerical data that the neural network can recognize as a preprocessing process, and one-hot encoding has been used until now. In this paper, we proposed a note embedding method using notes as a basic unit and a bar embedding method that uses the bar as the basic unit, and compared the performance with the existing one-hot encoding. The performance comparison was conducted based on quantitative evaluation to determine which method produced a song more similar to the song composed by the composer, and quantitative evaluation methods used in the field of natural language processing were used as the evaluation method. As a result of the evaluation, the song created with bar embedding was the best, followed by note embedding. This is significant in that the note embedding and bar embedding proposed in this paper create a song that is more similar to the song composed by the composer than the existing one-hot encoding."
123,"Bi-LSTM과 토픽모델링을 활용한 카카오톡, 인터넷 가짜뉴스 판별 서비스","심국보 ( Kuk-bo Shim ),이승호 ( Seung-ho Lee ),정준호 ( Jun-ho Jeong ),이기영 ( Ki-young Lee )",한국정보처리학회,2021,한국정보처리학회 학술대회논문집,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=5b9664779e4c048c7f7a54760bb41745&keyword=자연어 처리,"현재 영어 기반의 기술 팩트체크 서비스는 다양하지만 한국 기반 팩트체크 서비스는 비기술적 (언론인 등 전문가의 교차 검증을 통한 팩트체크)이 주를 이루고 있으며, 기술 팩트체크 서비스가 많이 시행되지 않고 있다. . 본 논문에서는 기술적인 요소와 비기술적인 요소의 서비스를 함께 사용할 때 허위 정보를 가장 정확하게 식별할 수 있기 때문에 한국어 기반의 자연어 처리 기술을 이용한 팩트체킹 서비스를 제안한다."
124,BERT 의 웹 문서 질의 응답 성능 향상을 위한 HTML 태그 스택 및 HTML 임베딩 기법 설계,"목진왕 ( Jin-wang Mok ),이현섭 ( Hyun-seob Lee )",한국정보처리학회,2022,한국정보처리학회 학술대회논문집,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=92a8a040434323b27ecd42904f0c5d65&keyword=자연어 처리,최근 기술의 발전으로 인해 자연어 처리 모델의 성능이 증가하고 있다. 그에 따라 평문 지문이 아닌 KorQuAD 2.0 과 같은 웹 문서를 지문으로 하는 기계 독해 과제를 해결하려는 연구가 증가하고 있다. 최근 기계 독해 과제의 대부분의 모델은 트랜스포머를 기반으로 하는 추세를 보인다. 그 중 대표적인 모델인 BERT 는 문자열의 순서에 대한 정보를 임베딩 과정에서 전달받는다. 한편 웹 문서는 태그 구조가 존재하므로 문서를 이해하는데 위치 정보 외에도 태그 정보도 유용하게 사용될 수 있다. 그러나 BERT 의 기존 임베딩은 웹 문서의 태그 정보를 추가적으로 모델에 전달하지 않는다는 문제가 있었다. 본 논문에서는 BERT 에 웹 문서 태그 정보를 효과적으로 전달할 수 있는 HTML 임베딩 기법 및 이를 위한 전처리 기법으로 HTML 태그 스택을 소개한다. HTML 태그 스택은 HTML 태그의 정보들을 추출할 수 있고 HTML 임베딩 기법은 이 정보들을 BERT 의 임베딩 과정에 입력으로 추가함으로써 웹 문서 질의 응답 과제의 성능 향상을 기대할 수 있다.
125,군사용 지능형 영상 판독 시스템에서의 빔서치를 활용한 문장 추천,"나형선 ( Hyung-sun Na ),전태현 ( Tae-hyeon Jeon ),강형석 ( Hyung-seok Kang ),안진현 ( Jinhyun Ahn ),임동혁 ( Dong-hyuk Im )",한국정보처리학회,2021,정보처리학회논문지. 소프트웨어 및 데이터 공학,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=14d6bbac1b45cc227ecd42904f0c5d65&keyword=자연어 처리,"군사 분야에서 사용 중인 기존 영상 판독 시스템은 판독관들이 직접 영상을 분석 및 식별하여 관련 내용을 보고서에 작성하고 전파하는 방식으로 진행되는데 이 과정에서 반복 작업이 빈번하여 업무 과부하가 발생한다. 본 논문에서는 이러한 문제를 해결하고자, 기존의 문장 단위로 동작하는 Seq2Seq 모델을 단어 단위로 동작할 수 있는 알고리즘을 제안하고, Attention 기법을 적용해 정확도를 향상시키고자 한다. 또한 Beam 탐색 기법을 응용하여 특정 지역의 과거 식별내용을 바탕으로 현재 식별 문장을 다양하게 추천하고자 한다. 실험을 통해 Beam 탐색 기법이 기존 Greedy 탐색 기법보다 효과적으로 문장을 추천하는 것을 확인하였고, Beam의 크기가 클 때 추천의 정확도가 높아지는 것을 확인하였다. Existing image analysis systems in use in the military field are carried out by readers analyzing and identifying images themselves, writing and disseminating related content, and in this process, repetitive tasks are frequent, resulting in workload. In this paper, to solve the previous problem, we proposed an algorithm that can operate the Seq2Seq model on a word basis, which operates on a sentence basis, and applied the Attention technique to improve accuracy. In addition, by applying the Beam Search technique, we would like to recommend various current identification sentences based on the past identification contents of a specific area. It was confirmed through experiments that the Beam Search technique recommends sentences more effectively than the existing greedy Search technique, and confirmed that the accuracy of recommendation increases when the size of Beam is large."
126,국방분야 빅데이터 분석을 위한 자연어 사전 구축,홍힘찬(Himchan Hong),육군사관학교 화랑대연구소,2021,한국군사학논집,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=7f24d933d7cff7e5b36097776a77e665&keyword=자연어 처리,"Analysis of unstructured texts on the national defense is a useful tool for various occasions. However, using an open-source morphological analysis model for studying big data in the military area can result in an unintended bias because the model has no prior understanding of military terminology, leading to misinterpretation of terms related to the defense issue. Therefore this study suggests a natural language dictionary for the national defense field, which can be efficient in minimizing the bias during the analysis of natural language associated with the field. In this study, five online dictionaries related to military and associated terms were collected to set a new natural language dictionary of 20,875 words. After training an analysis model with the new dictionary, the identification rate of the model improves by about 73%. Moreover, when comparing the identification rate of the trained model and the five other models with no training, the rate of the trained model was 6%p ∼ 88%p higher than that of the other models. This result shows that establishing a natural language dictionary of the national defense and applying it to the analysis of unstructured text on the issue would lower the possibility of bias in the analysis result."
127,개체명 인식을 이용한 소셜 미디어에서의 약물 부작용 표현 추출 및 분류,"정현정 ( Hyeon-jeong Jeong ),김현희 ( Hyon Hee Kim )",한국정보처리학회,2021,한국정보처리학회 학술대회논문집,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=07bdf5ac345350697ecd42904f0c5d65&keyword=자연어 처리,"의약품에 대한 안전성 정보 수집과 관리는 온라인, 오프라인을 통해 약물 이상 사례를 보고받는 형태로 진행되고 있다. 하지만 소비자들의 자발적인 참여로 이루어지므로 실제 발생하는 약물 부작용보다 데이터가 현저히 적다는 단점이 존재한다. 본 논문에서는 약물 이상 데이터 희소성 문제를 해결 할 수 있도록 소셜 미디어에서 약물 부작용 표현을 찾을 수 있도록 하였다. 소셜 미디어의 경우에는 표준 약물 부작용 용어를 사용하기보다는 일반인들이 자연어로 표현한 경우가 많으므로 개체명인식 기법을 이용해 부작용을 추출할 수 있는 모델을 개발하였다. 또한 추출된 부작용 표현을 표준용어로 분류할 수 있는 모델을 제시하였다. 실험 결과 제안한 두 가지 모델은 0.9 이상의 정확도를 얻을 수 있었으며, 일반 사용자들이 자연어로 표현한 약물 부작용 표현을 효과적으로 찾아내고 표준부작용 용어로 매핑할 수 있음을 보여준다."
128,KoEPT: Transformer 기반 생성 모델을 사용한 한국어 수학 문장제 문제 자동 풀이,"임상규 ( Sang-kyu Rhim ),기경서 ( Kyung Seo Ki ),김부근 ( Bugeun Kim ),권가진 ( Gahgene Gweon )",한국정보처리학회,2021,한국정보처리학회 학술대회논문집,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=e17eba56427a8ca9c85d2949c297615a&keyword=자연어 처리,"이 논문에서는 자연어로 구성된 수학 문장제 문제를 자동으로 풀이하기 위한 Transformer 기반의 생성모델인 KoEPT를 제안한다. 수학 문장제 문제는 일상 상황을 수학적 형식으로 표현한 자연어 문제로, 문장제 문제 풀이 기술은 실생활에 응용 가능성이 많아 국내외에서 다양하게 연구된 바 있다. 한국어의 경우 지금까지의 연구는 문제를 유형으로 분류하여 풀이하는 기법들이 주로 시도되었으나, 이러한 기법은 다양한 수식을 포괄하여 분류 난도가 높은 데이터셋에 적용하기 어렵다는 한계가 있다. 본 논문은 이를 해결하기 위해 우선 현존하는 한국어 수학 문장제 문제 데이터셋인 CC, IL, ALG514의 분류 난도를 측정한 후 5겹교차 검증 기법을 사용하여 KoEPT의 성능을 평가하였다. 평가에 사용된 한국어 데이터셋들에 대하여, KoEPT는 CC에서는 기존 최고 성능과 대등한 99.1%, IL과 ALG514에서 각각 89.3%, 80.5%로 새로운 최고 성능을 얻었다. 뿐만 아니라 평가 결과 KoEPT는 분류 난도가 높은 데이터셋에 대해 상대적으로 개선된 성능을 보였다."
129,KoEPT 기반 한국어 수학 문장제 문제 데이터 분류 난도 분석,"임상규,기경서,김부근,권가진",한국정보처리학회,2022,정보처리학회논문지. 소프트웨어 및 데이터 공학,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=048442359f9d51586aae8a972f9116fb&keyword=자연어 처리,"In this paper, we propose KoEPT, a Transformer-based generative model for automatic math word problems solving. A math wordproblem written in human language which describes everyday situations in a mathematical form. Math word problem solving requiresan artificial intelligence model to understand the implied logic within the problem. Therefore, it is being studied variously across theworld to improve the language understanding ability of artificial intelligence. In the case of the Korean language, studies so far havemainly attempted to solve problems by classifying them into templates, but there is a limitation in that these techniques are difficultto apply to datasets with high classification difficulty. To solve this problem, this paper used the KoEPT model which uses ‘expression’tokens and pointer networks. To measure the performance of this model, the classification difficulty scores of IL, CC, and ALG514, whichare existing Korean mathematical sentence problem datasets, were measured, and then the performance of KoEPT was evaluated using5-fold cross-validation. For the Korean datasets used for evaluation, KoEPT obtained the state-of-the-art(SOTA) performance with 99.1%in CC, which is comparable to the existing SOTA performance, and 89.3% and 80.5% in IL and ALG514, respectively. In addition, asa result of evaluation, KoEPT showed a relatively improved performance for datasets with high classification difficulty. Through an ablationstudy, we uncovered that the use of the ‘expression’ tokens and pointer networks contributed to KoEPT’s state of being less affectedby classification difficulty while obtaining good performance. 이 논문에서는 자연어로 구성된 수학 문장제 문제 자동 풀이하기 위한 Transformer 기반의 생성 모델인 KoEPT를 제안한다. 수학 문장제 문제는일상 상황을 수학적 형식으로 표현한 자연어 문제이다. 문장제 문제 풀이 기술은 함축된 논리를 인공지능이 파악해야 한다는 요구사항을 지녀최근 인공지능의 언어 이해 능력을 증진하기 위해 국내외에서 다양하게 연구되고 있다. 한국어의 경우 문제를 유형으로 분류하여 풀이하는 기법들이주로 시도되었으나, 이러한 기법은 다양한 수식을 포괄하여 분류 난도가 높은 데이터셋에 적용하기 어렵다는 한계가 있다. 본 논문은 이에 대해‘식’ 토큰과 포인터 네트워크를 사용하는 KoEPT 모델을 사용했다. 이 모델의 성능을 측정하기 위해 현존하는 한국어 수학 문장제 문제 데이터셋인IL, CC, ALG514의 분류 난도를 측정한 후 5겹 교차 검증 기법을 사용하여 KoEPT의 성능을 평가하였다. 평가에 사용된 한국어 데이터셋들에대하여, KoEPT는 CC에서는 기존 최고 성능과 대등한 99.1%, IL과 ALG514에서 각각 89.3%, 80.5%로 새로운 최고 성능을 얻었다. 뿐만 아니라평가 결과 KoEPT는 분류 난도가 높은 데이터셋에 대해 상대적으로 개선된 성능을 보였다. KoEPT가 분류 난도의 영향을 덜 받으며 좋은 성능을얻게 된 이유를 ‘식’ 토큰과 포인터 네트워크 때문이라는 것을 ablation study를 통해서 밝혔다."
130,주요 범죄사실 개요 분석을 통한 범죄사실 타임라인 자동 작성 시스템 연구,"정종진 ( Jong-jin Jung ),박종빈 ( Jong-bin Park ),박성주 ( Sung-ju Park )",한국정보처리학회,2021,한국정보처리학회 학술대회논문집,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=69aa7de093dca45d4884a65323211ff0&keyword=자연어 처리,"본 논문에서 제안한 주요 범죄사실 개요 분석을 통한 범죄사실 타임라인 자동 작성 시스템은 범죄를 수사하는 현장 수사관들이 수사과정에서 취득한 수사문건 중 범죄사실 파트에 기재된 문장들을 자연어분석을 통해 주요 범죄사실을 파악하는데 필요한 요소들을 자동으로 알아내고, 이 요소들을 타임 라인 상에 시간 순으로 표시함으로써 주요범죄사실 개용을 쉽게 이해 할수 있도록 타임라인을 자동 만들어 내는 시스템에 관한 연구이다. 이를 위해 수사문건에 포함된 범죄사실 개요 범위를 자동으로 알아내고, 그 범위내 포함된 문장들 속에서 주요행위자, 관심을 둬야 하는 시각, 그 시각에 벌어진 주요 행위들을 자동으로 분석하는 연구를 소개한다."
131,쌍 선형 그래프 신경망을 이용한 지식 그래프 기반 질문 응답,"이상의 ( Sangui Lee ),김인철 ( Incheol Kim )",한국정보처리학회,2020,한국정보처리학회 학술대회논문집,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=3550474eac604a2cb7998d826d417196&keyword=자연어 처리,"지식 그래프 기반의 질문 응답 문제는 자연어 질문에 대한 이해뿐만 아니라, 기반이 되는 지식 그래프상에서 올바른 답변을 찾기 위한 효과적인 추론 능력을 요구한다. 본 논문에서는 다중 홉 추론을 요구하는 복잡한 자연어 질문에 대해 연관 지식 그래프 위에서 답변 추론을 효과적으로 수행할 수 있는 심층 신경망 모델을 제안한다. 제안 모델에서는 지식 그래프상의 추론 과정에서 추론 경로를 명확히 하기 위한 노드의 양방향 특징 전파와 이웃 노드들 간의 맥락 정보까지 각 노드의 특징값에 반영할 수 있는, 표현력이 풍부한 쌍 선형 그래프 신경망(BGNN)을 이용한다. 본 논문에서는 오픈 도메인의 지식 베이스 Freebase와 자연어 질문 응답 데이터 집합 WebQuestionsSP를 이용한 실험들을 통해, 제안 모델의 효과와 우수성을 확인하였다."
132,다중 홉 질문 응답을 위한 쌍 선형 그래프 신경망 기반 추론,"이상의,김인철",한국정보처리학회,2020,정보처리학회논문지. 소프트웨어 및 데이터 공학,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=e1178c281b52819d47de9c1710b0298d&keyword=자연어 처리,"지식 그래프 기반의 질문 응답 문제는 자연어 질문들에 대한 깊은 이해뿐만 아니라, 대규모 지식 그래프 상에서 올바른 답변을 찾기 위한 효과적인 추론 능력을 필요로 한다. 본 논문에서는 다중 홉 추론을 요구하는 복잡한 자연어 질문에 대해 연관 지식 그래프 위에서 답변 추론을 효과적으로 수행할 수 있는 심층 신경망 모델을 제안한다. 제안 모델에서는 지식 그래프 상의 각 개체 노드와 이웃 노드 간의 양방향 특징 전파를 허용할 뿐만 아니라, 두 이웃 노드 쌍 간의 맥락 정보까지 활용할 수 있는, 표현력이 뛰어난 쌍 선형 그래프 신경망(BGNN)을 이용한다. 본 논문에서는 오픈 도메인의 지식 베이스인 Freebase, 자연어 질문 응답을 위한 벤치마크 데이터 집합들인 WebQuestionsSP와 MetaQA를 이용한 실험들을 통해, 제안 모델의 효과와 우수성을 확인하였다. Knowledge graph-based question answering not only requires deep understanding of the given natural language questions, but it also needs effective reasoning to find the correct answers on a large knowledge graph. In this paper, we propose a deep neural network model for effective reasoning on a knowledge graph, which can find correct answers to complex questions requiring multi-hop inference. The proposed model makes use of highly expressive bilinear graph neural network (BGNN), which can utilize context information between a pair of neighboring nodes, as well as allows bidirectional feature propagation between each entity node and one of its neighboring nodes on a knowledge graph. Performing experiments with an open-domain knowledge base (Freebase) and two natural-language question answering benchmark datasets(WebQuestionsSP and MetaQA), we demonstrate the effectiveness and performance of the proposed model."
133,"다중 작업, 다중 홉 질문 응답을 위한 그래프 추론 및 맥락 융합","이상의 ( Sangui Lee ),김인철 ( Incheol Kim )",한국정보처리학회,2021,정보처리학회논문지. 소프트웨어 및 데이터 공학,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=9c3dee688fbd265fb7998d826d417196&keyword=자연어 처리,"최근 오픈 도메인 자연어 질문 응답 분야에서는 다중 작업, 다중 홉 질문 응답에 관한 연구들이 활발히 진행되어 오고 있다. 본 논문에서는 이러한 다중 작업, 다중 홉 질문들에 효과적으로 응답하기 위해, 계층적 그래프 기반의 새로운 심층 신경망 모델을 제안한다. 제안 모델에서는 계층적 그래프와 그래프 신경망을 이용해 여러 문단들로부터 서로 다른 수준의 맥락 정보를 얻어낸 후, 이들을 활용하여 답변 유형, 뒷받침 문장들과 답변 영역 등을 동시에 예측해낸다. 본 논문에서는 오픈 도메인 자연어 질문 응답 데이터 집합인 HotpotQA를 이용한 실험들을 통해, 제안 모델의 높은 성능과 긍정적 효과를 입증한다. Recently, in the field of open domain natural language question answering, multi-task, multi-hop question answering has been studied extensively. In this paper, we propose a novel deep neural network model using hierarchical graphs to answer effectively such multi-task, multi-hop questions. The proposed model extracts different levels of contextual information from multiple paragraphs using hierarchical graphs and graph neural networks, and then utilize them to predict answer type, supporting sentences and answer spans simultaneously. Conducting experiments with the HotpotQA benchmark dataset, we show high performance and positive effects of the proposed model."
